year,month,scope,rainfall_mm,source
1996,1,project_area,287.9873,UCSB-CHG/CHIRPS/DAILY
1996,2,project_area,234.5522,UCSB-CHG/CHIRPS/DAILY
1996,3,project_area,378.3246,UCSB-CHG/CHIRPS/DAILY
1996,4,project_area,151.4064,UCSB-CHG/CHIRPS/DAILY
1996,5,project_area,79.5374,UCSB-CHG/CHIRPS/DAILY
1996,6,project_area,237.8737,UCSB-CHG/CHIRPS/DAILY
1996,7,project_area,76.6085,UCSB-CHG/CHIRPS/DAILY
1996,8,project_area,295.3095,UCSB-CHG/CHIRPS/DAILY
1996,9,project_area,130.3372,UCSB-CHG/CHIRPS/DAILY
1996,10,project_area,429.9187,UCSB-CHG/CHIRPS/DAILY
1996,11,project_area,213.3913,UCSB-CHG/CHIRPS/DAILY
1996,12,project_area,287.7394,UCSB-CHG/CHIRPS/DAILY
1997,1,project_area,213.2134,UCSB-CHG/CHIRPS/DAILY
1997,2,project_area,175.9612,UCSB-CHG/CHIRPS/DAILY
1997,3,project_area,142.7630,UCSB-CHG/CHIRPS/DAILY
1997,4,project_area,356.7009,UCSB-CHG/CHIRPS/DAILY
1997,5,project_area,81.3547,UCSB-CHG/CHIRPS/DAILY
1997,6,project_area,19.5040,UCSB-CHG/CHIRPS/DAILY
1997,7,project_area,67.3626,UCSB-CHG/CHIRPS/DAILY
1997,8,project_area,14.8903,UCSB-CHG/CHIRPS/DAILY
1997,9,project_area,6.1386,UCSB-CHG/CHIRPS/DAILY
1997,10,project_area,52.5841,UCSB-CHG/CHIRPS/DAILY
1997,11,project_area,212.8037,UCSB-CHG/CHIRPS/DAILY
1997,12,project_area,301.9897,UCSB-CHG/CHIRPS/DAILY
1998,1,project_area,203.1538,UCSB-CHG/CHIRPS/DAILY
1998,2,project_area,250.7614,UCSB-CHG/CHIRPS/DAILY
1998,3,project_area,309.3217,UCSB-CHG/CHIRPS/DAILY
1998,4,project_area,265.2908,UCSB-CHG/CHIRPS/DAILY
1998,5,project_area,269.5033,UCSB-CHG/CHIRPS/DAILY
1998,6,project_area,354.8811,UCSB-CHG/CHIRPS/DAILY
1998,7,project_area,295.8591,UCSB-CHG/CHIRPS/DAILY
1998,8,project_area,250.7456,UCSB-CHG/CHIRPS/DAILY
1998,9,project_area,229.2688,UCSB-CHG/CHIRPS/DAILY
1998,10,project_area,259.8640,UCSB-CHG/CHIRPS/DAILY
1998,11,project_area,286.0992,UCSB-CHG/CHIRPS/DAILY
1998,12,project_area,244.0239,UCSB-CHG/CHIRPS/DAILY
1999,1,project_area,324.6961,UCSB-CHG/CHIRPS/DAILY
1999,2,project_area,307.4819,UCSB-CHG/CHIRPS/DAILY
1999,3,project_area,224.4859,UCSB-CHG/CHIRPS/DAILY
1999,4,project_area,276.3605,UCSB-CHG/CHIRPS/DAILY
1999,5,project_area,291.4591,UCSB-CHG/CHIRPS/DAILY
1999,6,project_area,197.2594,UCSB-CHG/CHIRPS/DAILY
1999,7,project_area,191.6078,UCSB-CHG/CHIRPS/DAILY
1999,8,project_area,135.1870,UCSB-CHG/CHIRPS/DAILY
1999,9,project_area,168.6142,UCSB-CHG/CHIRPS/DAILY
1999,10,project_area,460.4939,UCSB-CHG/CHIRPS/DAILY
1999,11,project_area,263.2354,UCSB-CHG/CHIRPS/DAILY
1999,12,project_area,320.4149,UCSB-CHG/CHIRPS/DAILY
2000,1,project_area,305.1922,UCSB-CHG/CHIRPS/DAILY
2000,2,project_area,245.5063,UCSB-CHG/CHIRPS/DAILY
2000,3,project_area,351.0115,UCSB-CHG/CHIRPS/DAILY
2000,4,project_area,282.7079,UCSB-CHG/CHIRPS/DAILY
2000,5,project_area,237.4360,UCSB-CHG/CHIRPS/DAILY
2000,6,project_area,256.5276,UCSB-CHG/CHIRPS/DAILY
2000,7,project_area,126.7189,UCSB-CHG/CHIRPS/DAILY
2000,8,project_area,235.5798,UCSB-CHG/CHIRPS/DAILY
2000,9,project_area,194.6611,UCSB-CHG/CHIRPS/DAILY
2000,10,project_area,244.8595,UCSB-CHG/CHIRPS/DAILY
2000,11,project_area,304.1198,UCSB-CHG/CHIRPS/DAILY
2000,12,project_area,298.4589,UCSB-CHG/CHIRPS/DAILY
2001,1,project_area,243.1162,UCSB-CHG/CHIRPS/DAILY
2001,2,project_area,187.7899,UCSB-CHG/CHIRPS/DAILY
2001,3,project_area,337.1887,UCSB-CHG/CHIRPS/DAILY
2001,4,project_area,340.4824,UCSB-CHG/CHIRPS/DAILY
2001,5,project_area,277.7734,UCSB-CHG/CHIRPS/DAILY
2001,6,project_area,213.6448,UCSB-CHG/CHIRPS/DAILY
2001,7,project_area,134.4048,UCSB-CHG/CHIRPS/DAILY
2001,8,project_area,19.4601,UCSB-CHG/CHIRPS/DAILY
2001,9,project_area,237.9530,UCSB-CHG/CHIRPS/DAILY
2001,10,project_area,364.7176,UCSB-CHG/CHIRPS/DAILY
2001,11,project_area,241.1708,UCSB-CHG/CHIRPS/DAILY
2001,12,project_area,285.9545,UCSB-CHG/CHIRPS/DAILY
2002,1,project_area,218.6098,UCSB-CHG/CHIRPS/DAILY
2002,2,project_area,279.1112,UCSB-CHG/CHIRPS/DAILY
2002,3,project_area,323.3746,UCSB-CHG/CHIRPS/DAILY
2002,4,project_area,320.2684,UCSB-CHG/CHIRPS/DAILY
2002,5,project_area,149.2083,UCSB-CHG/CHIRPS/DAILY
2002,6,project_area,254.4784,UCSB-CHG/CHIRPS/DAILY
2002,7,project_area,21.0386,UCSB-CHG/CHIRPS/DAILY
2002,8,project_area,15.6000,UCSB-CHG/CHIRPS/DAILY
2002,9,project_area,32.8867,UCSB-CHG/CHIRPS/DAILY
2002,10,project_area,113.9154,UCSB-CHG/CHIRPS/DAILY
2002,11,project_area,242.9886,UCSB-CHG/CHIRPS/DAILY
2002,12,project_area,304.4407,UCSB-CHG/CHIRPS/DAILY
2003,1,project_area,293.7714,UCSB-CHG/CHIRPS/DAILY
2003,2,project_area,267.4766,UCSB-CHG/CHIRPS/DAILY
2003,3,project_area,224.2165,UCSB-CHG/CHIRPS/DAILY
2003,4,project_area,350.3505,UCSB-CHG/CHIRPS/DAILY
2003,5,project_area,118.8333,UCSB-CHG/CHIRPS/DAILY
2003,6,project_area,92.8244,UCSB-CHG/CHIRPS/DAILY
2003,7,project_area,54.5298,UCSB-CHG/CHIRPS/DAILY
2003,8,project_area,55.0775,UCSB-CHG/CHIRPS/DAILY
2003,9,project_area,82.8210,UCSB-CHG/CHIRPS/DAILY
2003,10,project_area,343.6860,UCSB-CHG/CHIRPS/DAILY
2003,11,project_area,291.0296,UCSB-CHG/CHIRPS/DAILY
2003,12,project_area,446.1911,UCSB-CHG/CHIRPS/DAILY
2004,1,project_area,337.6783,UCSB-CHG/CHIRPS/DAILY
2004,2,project_area,199.7733,UCSB-CHG/CHIRPS/DAILY
2004,3,project_area,279.7179,UCSB-CHG/CHIRPS/DAILY
2004,4,project_area,293.1833,UCSB-CHG/CHIRPS/DAILY
2004,5,project_area,239.0351,UCSB-CHG/CHIRPS/DAILY
2004,6,project_area,103.2137,UCSB-CHG/CHIRPS/DAILY
2004,7,project_area,172.1311,UCSB-CHG/CHIRPS/DAILY
2004,8,project_area,17.9790,UCSB-CHG/CHIRPS/DAILY
2004,9,project_area,98.2121,UCSB-CHG/CHIRPS/DAILY
2004,10,project_area,78.3775,UCSB-CHG/CHIRPS/DAILY
2004,11,project_area,146.6946,UCSB-CHG/CHIRPS/DAILY
2004,12,project_area,308.5430,UCSB-CHG/CHIRPS/DAILY
2005,1,project_area,175.0122,UCSB-CHG/CHIRPS/DAILY
2005,2,project_area,231.8815,UCSB-CHG/CHIRPS/DAILY
2005,3,project_area,287.6110,UCSB-CHG/CHIRPS/DAILY
2005,4,project_area,343.3919,UCSB-CHG/CHIRPS/DAILY
2005,5,project_area,109.8604,UCSB-CHG/CHIRPS/DAILY
2005,6,project_area,117.1882,UCSB-CHG/CHIRPS/DAILY
2005,7,project_area,139.4427,UCSB-CHG/CHIRPS/DAILY
2005,8,project_area,84.1522,UCSB-CHG/CHIRPS/DAILY
2005,9,project_area,80.5302,UCSB-CHG/CHIRPS/DAILY
2005,10,project_area,283.5537,UCSB-CHG/CHIRPS/DAILY
2005,11,project_area,293.5668,UCSB-CHG/CHIRPS/DAILY
2005,12,project_area,239.2642,UCSB-CHG/CHIRPS/DAILY
2006,1,project_area,292.7266,UCSB-CHG/CHIRPS/DAILY
2006,2,project_area,288.5032,UCSB-CHG/CHIRPS/DAILY
2006,3,project_area,346.0187,UCSB-CHG/CHIRPS/DAILY
2006,4,project_area,250.3300,UCSB-CHG/CHIRPS/DAILY
2006,5,project_area,280.9475,UCSB-CHG/CHIRPS/DAILY
2006,6,project_area,336.8312,UCSB-CHG/CHIRPS/DAILY
2006,7,project_area,30.1579,UCSB-CHG/CHIRPS/DAILY
2006,8,project_area,18.3896,UCSB-CHG/CHIRPS/DAILY
2006,9,project_area,48.7561,UCSB-CHG/CHIRPS/DAILY
2006,10,project_area,19.7703,UCSB-CHG/CHIRPS/DAILY
2006,11,project_area,219.6043,UCSB-CHG/CHIRPS/DAILY
2006,12,project_area,369.2483,UCSB-CHG/CHIRPS/DAILY
2007,1,project_area,188.2835,UCSB-CHG/CHIRPS/DAILY
2007,2,project_area,266.2666,UCSB-CHG/CHIRPS/DAILY
2007,3,project_area,316.2606,UCSB-CHG/CHIRPS/DAILY
2007,4,project_area,336.4511,UCSB-CHG/CHIRPS/DAILY
2007,5,project_area,224.5252,UCSB-CHG/CHIRPS/DAILY
2007,6,project_area,276.5554,UCSB-CHG/CHIRPS/DAILY
2007,7,project_area,277.8803,UCSB-CHG/CHIRPS/DAILY
2007,8,project_area,145.6471,UCSB-CHG/CHIRPS/DAILY
2007,9,project_area,72.3046,UCSB-CHG/CHIRPS/DAILY
2007,10,project_area,276.1184,UCSB-CHG/CHIRPS/DAILY
2007,11,project_area,192.3096,UCSB-CHG/CHIRPS/DAILY
2007,12,project_area,311.5193,UCSB-CHG/CHIRPS/DAILY
2008,1,project_area,218.7160,UCSB-CHG/CHIRPS/DAILY
2008,2,project_area,298.8507,UCSB-CHG/CHIRPS/DAILY
2008,3,project_area,396.6032,UCSB-CHG/CHIRPS/DAILY
2008,4,project_area,260.3542,UCSB-CHG/CHIRPS/DAILY
2008,5,project_area,186.5759,UCSB-CHG/CHIRPS/DAILY
2008,6,project_area,208.0978,UCSB-CHG/CHIRPS/DAILY
2008,7,project_area,148.2205,UCSB-CHG/CHIRPS/DAILY
2008,8,project_area,305.7465,UCSB-CHG/CHIRPS/DAILY
2008,9,project_area,155.0036,UCSB-CHG/CHIRPS/DAILY
2008,10,project_area,313.7225,UCSB-CHG/CHIRPS/DAILY
2008,11,project_area,338.3145,UCSB-CHG/CHIRPS/DAILY
2008,12,project_area,371.5394,UCSB-CHG/CHIRPS/DAILY
2009,1,project_area,231.2638,UCSB-CHG/CHIRPS/DAILY
2009,2,project_area,258.1305,UCSB-CHG/CHIRPS/DAILY
2009,3,project_area,336.3734,UCSB-CHG/CHIRPS/DAILY
2009,4,project_area,272.5881,UCSB-CHG/CHIRPS/DAILY
2009,5,project_area,182.5704,UCSB-CHG/CHIRPS/DAILY
2009,6,project_area,161.9066,UCSB-CHG/CHIRPS/DAILY
2009,7,project_area,79.6633,UCSB-CHG/CHIRPS/DAILY
2009,8,project_area,56.1197,UCSB-CHG/CHIRPS/DAILY
2009,9,project_area,16.8432,UCSB-CHG/CHIRPS/DAILY
2009,10,project_area,236.2240,UCSB-CHG/CHIRPS/DAILY
2009,11,project_area,286.5666,UCSB-CHG/CHIRPS/DAILY
2009,12,project_area,314.7582,UCSB-CHG/CHIRPS/DAILY
2010,1,project_area,327.5348,UCSB-CHG/CHIRPS/DAILY
2010,2,project_area,318.9962,UCSB-CHG/CHIRPS/DAILY
2010,3,project_area,356.5629,UCSB-CHG/CHIRPS/DAILY
2010,4,project_area,286.7332,UCSB-CHG/CHIRPS/DAILY
2010,5,project_area,381.0592,UCSB-CHG/CHIRPS/DAILY
2010,6,project_area,298.7735,UCSB-CHG/CHIRPS/DAILY
2010,7,project_area,435.3056,UCSB-CHG/CHIRPS/DAILY
2010,8,project_area,365.3217,UCSB-CHG/CHIRPS/DAILY
2010,9,project_area,447.0451,UCSB-CHG/CHIRPS/DAILY
2010,10,project_area,424.9148,UCSB-CHG/CHIRPS/DAILY
2010,11,project_area,350.7586,UCSB-CHG/CHIRPS/DAILY
2010,12,project_area,185.8766,UCSB-CHG/CHIRPS/DAILY
2011,1,project_area,288.9518,UCSB-CHG/CHIRPS/DAILY
2011,2,project_area,149.4722,UCSB-CHG/CHIRPS/DAILY
2011,3,project_area,329.5378,UCSB-CHG/CHIRPS/DAILY
2011,4,project_area,318.0610,UCSB-CHG/CHIRPS/DAILY
2011,5,project_area,206.4403,UCSB-CHG/CHIRPS/DAILY
2011,6,project_area,45.0238,UCSB-CHG/CHIRPS/DAILY
2011,7,project_area,94.1873,UCSB-CHG/CHIRPS/DAILY
2011,8,project_area,47.5447,UCSB-CHG/CHIRPS/DAILY
2011,9,project_area,99.5920,UCSB-CHG/CHIRPS/DAILY
2011,10,project_area,347.5719,UCSB-CHG/CHIRPS/DAILY
2011,11,project_area,492.9580,UCSB-CHG/CHIRPS/DAILY
2011,12,project_area,484.6929,UCSB-CHG/CHIRPS/DAILY
2012,1,project_area,198.1116,UCSB-CHG/CHIRPS/DAILY
2012,2,project_area,273.3472,UCSB-CHG/CHIRPS/DAILY
2012,3,project_area,260.5521,UCSB-CHG/CHIRPS/DAILY
2012,4,project_area,248.1890,UCSB-CHG/CHIRPS/DAILY
2012,5,project_area,142.3096,UCSB-CHG/CHIRPS/DAILY
2012,6,project_area,133.5247,UCSB-CHG/CHIRPS/DAILY
2012,7,project_area,216.7915,UCSB-CHG/CHIRPS/DAILY
2012,8,project_area,58.3775,UCSB-CHG/CHIRPS/DAILY
2012,9,project_area,60.6397,UCSB-CHG/CHIRPS/DAILY
2012,10,project_area,222.4391,UCSB-CHG/CHIRPS/DAILY
2012,11,project_area,243.2004,UCSB-CHG/CHIRPS/DAILY
2012,12,project_area,405.6880,UCSB-CHG/CHIRPS/DAILY
2013,1,project_area,238.7241,UCSB-CHG/CHIRPS/DAILY
2013,2,project_area,227.7342,UCSB-CHG/CHIRPS/DAILY
2013,3,project_area,355.9150,UCSB-CHG/CHIRPS/DAILY
2013,4,project_area,279.0395,UCSB-CHG/CHIRPS/DAILY
2013,5,project_area,382.6639,UCSB-CHG/CHIRPS/DAILY
2013,6,project_area,200.8801,UCSB-CHG/CHIRPS/DAILY
2013,7,project_area,237.5306,UCSB-CHG/CHIRPS/DAILY
2013,8,project_area,153.6108,UCSB-CHG/CHIRPS/DAILY
2013,9,project_area,74.4268,UCSB-CHG/CHIRPS/DAILY
2013,10,project_area,116.2877,UCSB-CHG/CHIRPS/DAILY
2013,11,project_area,229.8645,UCSB-CHG/CHIRPS/DAILY
2013,12,project_area,347.5505,UCSB-CHG/CHIRPS/DAILY
2014,1,project_area,200.9570,UCSB-CHG/CHIRPS/DAILY
2014,2,project_area,255.5937,UCSB-CHG/CHIRPS/DAILY
2014,3,project_area,409.6326,UCSB-CHG/CHIRPS/DAILY
2014,4,project_area,253.2266,UCSB-CHG/CHIRPS/DAILY
2014,5,project_area,287.5112,UCSB-CHG/CHIRPS/DAILY
2014,6,project_area,263.5709,UCSB-CHG/CHIRPS/DAILY
2014,7,project_area,51.0738,UCSB-CHG/CHIRPS/DAILY
2014,8,project_area,101.8851,UCSB-CHG/CHIRPS/DAILY
2014,9,project_area,29.1881,UCSB-CHG/CHIRPS/DAILY
2014,10,project_area,52.9923,UCSB-CHG/CHIRPS/DAILY
2014,11,project_area,249.6807,UCSB-CHG/CHIRPS/DAILY
2014,12,project_area,312.4625,UCSB-CHG/CHIRPS/DAILY
2015,1,project_area,237.0357,UCSB-CHG/CHIRPS/DAILY
2015,2,project_area,374.6814,UCSB-CHG/CHIRPS/DAILY
2015,3,project_area,286.5657,UCSB-CHG/CHIRPS/DAILY
2015,4,project_area,362.1615,UCSB-CHG/CHIRPS/DAILY
2015,5,project_area,249.0453,UCSB-CHG/CHIRPS/DAILY
2015,6,project_area,127.9717,UCSB-CHG/CHIRPS/DAILY
2015,7,project_area,25.6262,UCSB-CHG/CHIRPS/DAILY
2015,8,project_area,17.2411,UCSB-CHG/CHIRPS/DAILY
2015,9,project_area,17.8128,UCSB-CHG/CHIRPS/DAILY
2015,10,project_area,40.4829,UCSB-CHG/CHIRPS/DAILY
2015,11,project_area,161.3004,UCSB-CHG/CHIRPS/DAILY
2015,12,project_area,469.1352,UCSB-CHG/CHIRPS/DAILY
2016,1,project_area,317.2561,UCSB-CHG/CHIRPS/DAILY
2016,2,project_area,309.7522,UCSB-CHG/CHIRPS/DAILY
2016,3,project_area,330.4993,UCSB-CHG/CHIRPS/DAILY
2016,4,project_area,285.6956,UCSB-CHG/CHIRPS/DAILY
2016,5,project_area,451.8140,UCSB-CHG/CHIRPS/DAILY
2016,6,project_area,235.7624,UCSB-CHG/CHIRPS/DAILY
2016,7,project_area,212.6807,UCSB-CHG/CHIRPS/DAILY
2016,8,project_area,100.7651,UCSB-CHG/CHIRPS/DAILY
2016,9,project_area,236.5058,UCSB-CHG/CHIRPS/DAILY
2016,10,project_area,399.0912,UCSB-CHG/CHIRPS/DAILY
2016,11,project_area,280.7352,UCSB-CHG/CHIRPS/DAILY
2016,12,project_area,280.4534,UCSB-CHG/CHIRPS/DAILY
2017,1,project_area,305.2798,UCSB-CHG/CHIRPS/DAILY
2017,2,project_area,316.6990,UCSB-CHG/CHIRPS/DAILY
2017,3,project_area,265.8671,UCSB-CHG/CHIRPS/DAILY
2017,4,project_area,299.5636,UCSB-CHG/CHIRPS/DAILY
2017,5,project_area,303.2643,UCSB-CHG/CHIRPS/DAILY
2017,6,project_area,250.0158,UCSB-CHG/CHIRPS/DAILY
2017,7,project_area,158.8171,UCSB-CHG/CHIRPS/DAILY
2017,8,project_area,156.2847,UCSB-CHG/CHIRPS/DAILY
2017,9,project_area,137.6811,UCSB-CHG/CHIRPS/DAILY
2017,10,project_area,201.8409,UCSB-CHG/CHIRPS/DAILY
2017,11,project_area,313.9414,UCSB-CHG/CHIRPS/DAILY
2017,12,project_area,260.0576,UCSB-CHG/CHIRPS/DAILY
2018,1,project_area,224.4194,UCSB-CHG/CHIRPS/DAILY
2018,2,project_area,307.5322,UCSB-CHG/CHIRPS/DAILY
2018,3,project_area,299.7877,UCSB-CHG/CHIRPS/DAILY
2018,4,project_area,289.3965,UCSB-CHG/CHIRPS/DAILY
2018,5,project_area,413.0924,UCSB-CHG/CHIRPS/DAILY
2018,6,project_area,189.1823,UCSB-CHG/CHIRPS/DAILY
2018,7,project_area,45.2845,UCSB-CHG/CHIRPS/DAILY
2018,8,project_area,58.9940,UCSB-CHG/CHIRPS/DAILY
2018,9,project_area,85.1945,UCSB-CHG/CHIRPS/DAILY
2018,10,project_area,156.7462,UCSB-CHG/CHIRPS/DAILY
2018,11,project_area,240.1387,UCSB-CHG/CHIRPS/DAILY
2018,12,project_area,307.6037,UCSB-CHG/CHIRPS/DAILY
2019,1,project_area,295.0726,UCSB-CHG/CHIRPS/DAILY
2019,2,project_area,346.8090,UCSB-CHG/CHIRPS/DAILY
2019,3,project_area,232.8485,UCSB-CHG/CHIRPS/DAILY
2019,4,project_area,375.3281,UCSB-CHG/CHIRPS/DAILY
2019,5,project_area,187.2716,UCSB-CHG/CHIRPS/DAILY
2019,6,project_area,171.5362,UCSB-CHG/CHIRPS/DAILY
2019,7,project_area,8.1593,UCSB-CHG/CHIRPS/DAILY
2019,8,project_area,27.5674,UCSB-CHG/CHIRPS/DAILY
2019,9,project_area,28.7784,UCSB-CHG/CHIRPS/DAILY
2019,10,project_area,143.5197,UCSB-CHG/CHIRPS/DAILY
2019,11,project_area,206.8200,UCSB-CHG/CHIRPS/DAILY
2019,12,project_area,232.7432,UCSB-CHG/CHIRPS/DAILY
2020,1,project_area,329.5655,UCSB-CHG/CHIRPS/DAILY
2020,2,project_area,278.2714,UCSB-CHG/CHIRPS/DAILY
2020,3,project_area,375.3814,UCSB-CHG/CHIRPS/DAILY
2020,4,project_area,461.2927,UCSB-CHG/CHIRPS/DAILY
2020,5,project_area,344.2048,UCSB-CHG/CHIRPS/DAILY
2020,6,project_area,183.2181,UCSB-CHG/CHIRPS/DAILY
2020,7,project_area,280.3843,UCSB-CHG/CHIRPS/DAILY
2020,8,project_area,91.7366,UCSB-CHG/CHIRPS/DAILY
2020,9,project_area,187.9644,UCSB-CHG/CHIRPS/DAILY
2020,10,project_area,245.9769,UCSB-CHG/CHIRPS/DAILY
2020,11,project_area,340.2114,UCSB-CHG/CHIRPS/DAILY
2020,12,project_area,244.3233,UCSB-CHG/CHIRPS/DAILY
2021,1,project_area,326.2174,UCSB-CHG/CHIRPS/DAILY
2021,2,project_area,644.8529,UCSB-CHG/CHIRPS/DAILY
2021,3,project_area,284.7139,UCSB-CHG/CHIRPS/DAILY
2021,4,project_area,168.3410,UCSB-CHG/CHIRPS/DAILY
2021,5,project_area,283.3173,UCSB-CHG/CHIRPS/DAILY
2021,6,project_area,309.8726,UCSB-CHG/CHIRPS/DAILY
2021,7,project_area,164.8909,UCSB-CHG/CHIRPS/DAILY
2021,8,project_area,307.9589,UCSB-CHG/CHIRPS/DAILY
2021,9,project_area,294.0110,UCSB-CHG/CHIRPS/DAILY
2021,10,project_area,351.4724,UCSB-CHG/CHIRPS/DAILY
2021,11,project_area,284.4494,UCSB-CHG/CHIRPS/DAILY
2021,12,project_area,279.3335,UCSB-CHG/CHIRPS/DAILY
2022,1,project_area,268.3251,UCSB-CHG/CHIRPS/DAILY
2022,2,project_area,299.1383,UCSB-CHG/CHIRPS/DAILY
2022,3,project_area,318.7423,UCSB-CHG/CHIRPS/DAILY
2022,4,project_area,228.3571,UCSB-CHG/CHIRPS/DAILY
2022,5,project_area,271.5357,UCSB-CHG/CHIRPS/DAILY
2022,6,project_area,391.5875,UCSB-CHG/CHIRPS/DAILY
2022,7,project_area,317.2116,UCSB-CHG/CHIRPS/DAILY
2022,8,project_area,261.9046,UCSB-CHG/CHIRPS/DAILY
2022,9,project_area,306.7513,UCSB-CHG/CHIRPS/DAILY
2022,10,project_area,319.8249,UCSB-CHG/CHIRPS/DAILY
2022,11,project_area,278.5239,UCSB-CHG/CHIRPS/DAILY
2022,12,project_area,277.6621,UCSB-CHG/CHIRPS/DAILY
2023,1,project_area,234.0273,UCSB-CHG/CHIRPS/DAILY
2023,2,project_area,315.5686,UCSB-CHG/CHIRPS/DAILY
2023,3,project_area,355.9094,UCSB-CHG/CHIRPS/DAILY
2023,4,project_area,273.8650,UCSB-CHG/CHIRPS/DAILY
2023,5,project_area,149.5554,UCSB-CHG/CHIRPS/DAILY
2023,6,project_area,151.8873,UCSB-CHG/CHIRPS/DAILY
2023,7,project_area,245.5902,UCSB-CHG/CHIRPS/DAILY
2023,8,project_area,24.0834,UCSB-CHG/CHIRPS/DAILY
2023,9,project_area,43.0333,UCSB-CHG/CHIRPS/DAILY
2023,10,project_area,107.9263,UCSB-CHG/CHIRPS/DAILY
2023,11,project_area,275.7349,UCSB-CHG/CHIRPS/DAILY
2023,12,project_area,249.2223,UCSB-CHG/CHIRPS/DAILY
2024,1,project_area,423.5165,UCSB-CHG/CHIRPS/DAILY
2024,2,project_area,225.9740,UCSB-CHG/CHIRPS/DAILY
2024,3,project_area,314.8293,UCSB-CHG/CHIRPS/DAILY
2024,4,project_area,328.5519,UCSB-CHG/CHIRPS/DAILY
2024,5,project_area,273.6027,UCSB-CHG/CHIRPS/DAILY
2024,6,project_area,213.6234,UCSB-CHG/CHIRPS/DAILY
2024,7,project_area,176.0857,UCSB-CHG/CHIRPS/DAILY
2024,8,project_area,127.2513,UCSB-CHG/CHIRPS/DAILY
2024,9,project_area,176.0848,UCSB-CHG/CHIRPS/DAILY
2024,10,project_area,176.1979,UCSB-CHG/CHIRPS/DAILY
2024,11,project_area,263.9075,UCSB-CHG/CHIRPS/DAILY
2024,12,project_area,318.6037,UCSB-CHG/CHIRPS/DAILY
2025,1,project_area,359.1102,UCSB-CHG/CHIRPS/DAILY
2025,2,project_area,348.0825,UCSB-CHG/CHIRPS/DAILY
2025,3,project_area,376.0921,UCSB-CHG/CHIRPS/DAILY
2025,4,project_area,260.6585,UCSB-CHG/CHIRPS/DAILY
2025,5,project_area,354.2945,UCSB-CHG/CHIRPS/DAILY
2025,6,project_area,230.3382,UCSB-CHG/CHIRPS/DAILY
2025,7,project_area,79.3736,UCSB-CHG/CHIRPS/DAILY
2025,8,project_area,366.7799,UCSB-CHG/CHIRPS/DAILY
2025,9,project_area,290.5039,UCSB-CHG/CHIRPS/DAILY
2025,10,project_area,302.9828,UCSB-CHG/CHIRPS/DAILY
2025,11,project_area,341.2799,UCSB-CHG/CHIRPS/DAILY
2025,12,project_area,324.0910,UCSB-CHG/CHIRPS/DAILY
