month,day,scope,normal_mean_mm,normal_std_mm,p10_mm,p25_mm,median_mm,p75_mm,p90_mm,n_years
1,27,carbon_project_zone,9.344240348969448,8.5985064525636,0.35233415157740056,2.776154705242457,7.92729310497265,13.441485524849313,21.55866486731406,30
1,27,project_area,9.379982863247976,8.719062290856396,0.0,2.917393711204705,7.886094709987452,13.448527114233357,21.838355354976215,30
1,28,carbon_project_zone,8.07918647390175,6.708345647836046,0.5997260721615404,1.7787103118422025,6.222937168946032,14.987714315147871,17.521295343614625,30
1,28,project_area,8.059904341761676,6.887353677720393,0.21674779691203902,1.9674408721446255,5.967988530779473,15.847064418675176,17.419161066619566,30
1,29,carbon_project_zone,11.16695272441085,9.07867719951058,0.24374575261581424,3.3980235463850095,9.529338813350119,18.55492678434832,23.745307849697628,30
1,29,project_area,11.134619627586071,9.125369674673575,0.11264126473472373,3.6929679227352885,9.395418262628635,16.853967628787586,23.38279356537688,30
1,30,carbon_project_zone,9.095539950344648,7.907631014593041,1.3630012958699655,4.173496999404334,7.1667371711337875,11.57492355132636,20.309614125704574,30
1,30,project_area,9.134275084135465,8.435568792095063,1.6130564011667836,4.077645700269929,6.864582421829227,11.640013385076186,20.999633928109393,30
1,31,carbon_project_zone,7.895322238186902,6.0026799488650004,0.17878749439286792,2.577002173929931,7.089230360116883,11.876564666549665,15.877632125182883,30
1,31,project_area,8.017057763183185,6.336456776316459,0.2610618256732753,1.2830673753756037,7.608743699563119,13.185429006401671,16.391989830186812,30
2,1,carbon_project_zone,8.617615164377412,8.121824847454322,0.0,2.4999472136045298,7.730846879812777,11.37628127476421,18.567229203106102,30
2,1,project_area,8.569600107094908,8.232629458927121,0.0,1.8823772599957944,7.084811403038689,11.198259531074017,18.753408583544072,30
2,2,carbon_project_zone,8.697033790525323,5.1877951282500545,2.166470728928562,3.5727728896048156,8.773388043019608,11.858860432094005,15.957137689558209,30
2,2,project_area,8.604095885520357,5.630078372411455,0.8804639231166782,3.6110840822772365,8.644087062043658,11.78414811044702,16.428317519200416,30
2,3,carbon_project_zone,10.59618437774789,6.84473416542215,2.5263846265609433,5.741412279974759,9.150391780990386,13.512774128822514,19.59069778807515,30
2,3,project_area,10.474052382701784,7.112591317950912,2.118770654584484,5.409035105183607,9.336606001725364,13.155296812072192,19.012121029003012,30
